battery,cycle,Qd_Ah,SOH_pct,chargetime_min
data_1_cell33,491,1.0604,97.06,10.096
data_1_cell33,492,1.0603,97.06,10.096
data_1_cell33,493,1.0601,97.03,10.096
data_1_cell33,494,1.0592,96.96,10.096
data_1_cell33,495,1.0592,96.95,10.097
data_1_cell33,496,1.0585,96.89,10.096
data_1_cell33,497,1.0581,96.86,10.18
data_1_cell33,498,1.0581,96.86,10.096
data_1_cell33,499,1.0578,96.82,10.179
data_1_cell33,500,1.0568,96.73,10.096
data_1_cell33,501,1.0566,96.71,10.313
data_1_cell33,502,1.0542,96.49,10.427
data_1_cell33,503,1.053,96.39,11.844
data_1_cell33,504,1.0557,96.63,10.625
data_1_cell33,505,1.0549,96.56,10.58
data_1_cell33,506,1.0554,96.6,10.335
data_1_cell33,507,1.0549,96.56,10.338
data_1_cell33,508,1.0541,96.49,10.367
data_1_cell33,509,1.0545,96.52,10.462
data_1_cell33,510,1.0543,96.51,10.362
data_1_cell33,511,1.0538,96.46,10.388
data_1_cell33,512,1.0536,96.44,10.476
data_1_cell33,513,1.0531,96.39,10.389
data_1_cell33,514,1.0527,96.36,10.343
data_1_cell33,515,1.0524,96.33,10.324
data_1_cell33,516,1.0528,96.36,10.298
data_1_cell33,517,1.0525,96.34,10.261
data_1_cell33,518,1.0526,96.35,10.352
data_1_cell33,519,1.0519,96.29,10.321
data_1_cell33,520,1.0523,96.32,10.235
data_1_cell33,521,1.0514,96.24,10.237
data_1_cell33,522,1.0515,96.25,10.365
data_1_cell33,523,1.0507,96.18,10.341
data_1_cell33,524,1.0503,96.14,10.407
data_1_cell33,525,1.0499,96.1,10.513
data_1_cell33,526,1.0496,96.07,10.526
data_1_cell33,527,1.049,96.02,10.445
data_1_cell33,528,1.049,96.02,10.47
data_1_cell33,529,1.0486,95.98,10.546
data_1_cell33,530,1.0484,95.96,10.468
data_1_cell33,531,1.0477,95.9,10.578
data_1_cell33,532,1.0477,95.9,10.481
data_1_cell33,533,1.0473,95.86,10.569
data_1_cell33,534,1.0469,95.83,10.485
data_1_cell33,535,1.0468,95.81,10.575
data_1_cell33,536,1.0468,95.82,10.465
data_1_cell33,537,1.046,95.75,10.484
data_1_cell33,538,1.0456,95.71,10.513
data_1_cell33,539,1.0456,95.7,10.594
data_1_cell33,540,1.0449,95.64,10.547
data_1_cell33,541,1.0446,95.61,10.613
data_1_cell33,542,1.0444,95.6,10.634
data_1_cell33,543,1.0446,95.62,10.517
data_1_cell33,544,1.0443,95.59,10.566
data_1_cell33,545,1.0442,95.58,10.461
data_1_cell33,546,1.0438,95.55,10.562
data_1_cell33,547,1.0433,95.5,10.466
data_1_cell33,548,1.0428,95.45,10.576
data_1_cell33,549,1.0425,95.42,10.566
data_1_cell33,550,1.0411,95.29,10.502
data_1_cell33,551,1.0417,95.35,10.622
data_1_cell33,552,1.0413,95.32,10.636
data_1_cell33,553,1.0408,95.27,10.72
data_1_cell33,554,1.0403,95.23,10.718
data_1_cell33,555,1.04,95.2,10.63
data_1_cell33,556,1.0395,95.15,10.647
data_1_cell33,557,1.039,95.1,10.648
data_1_cell33,558,1.039,95.1,10.648
data_1_cell33,559,1.0384,95.05,10.753
data_1_cell33,560,1.0381,95.02,10.665
data_1_cell33,561,1.038,95.01,10.786
data_1_cell33,562,1.0374,94.96,10.668
data_1_cell33,563,1.0368,94.9,10.702
data_1_cell33,564,1.0367,94.89,10.78
data_1_cell33,565,1.0363,94.85,10.668
data_1_cell33,566,1.036,94.83,10.69
data_1_cell33,567,1.0355,94.78,10.726
data_1_cell33,568,1.035,94.73,10.834
data_1_cell33,569,1.0344,94.68,10.846
data_1_cell33,570,1.0344,94.68,10.851
data_1_cell33,571,1.0339,94.64,10.839
data_1_cell33,572,1.0336,94.61,10.815
data_1_cell33,573,1.0331,94.57,10.756
data_1_cell33,574,1.0331,94.57,10.65
data_1_cell33,575,1.0329,94.55,10.709
data_1_cell33,576,1.033,94.55,10.601
data_1_cell33,577,1.0326,94.52,10.679
data_1_cell33,578,1.032,94.46,10.615
data_1_cell33,579,1.0317,94.43,10.623
data_1_cell33,580,1.031,94.37,10.744
data_1_cell33,581,1.0299,94.27,10.77
data_1_cell33,582,1.0296,94.24,10.912
data_1_cell33,583,1.029,94.19,11.773
data_1_cell33,584,1.0287,94.16,10.935
data_1_cell33,585,1.0284,94.13,10.868
data_1_cell33,586,1.0274,94.04,10.955
data_1_cell33,587,1.0272,94.02,10.961
data_1_cell33,588,1.0266,93.97,11.823
data_1_cell33,589,1.0266,93.97,10.894
data_1_cell33,590,1.0258,93.89,10.91
data_1_cell33,591,1.0252,93.84,10.994
data_1_cell33,592,1.0245,93.78,10.999
data_1_cell33,593,1.0243,93.76,11.872
data_1_cell33,594,1.0239,93.73,11.869
data_1_cell33,595,1.0235,93.69,10.921
data_1_cell33,596,1.0229,93.63,11.035
data_1_cell33,597,1.0223,93.57,11.884
data_1_cell33,598,1.0218,93.53,11.891
data_1_cell33,599,1.0212,93.48,11.896
data_1_cell33,600,1.0205,93.41,11.929
data_1_cell33,601,1.0206,93.42,11.035
data_1_cell33,602,1.02,93.37,10.999
data_1_cell33,603,1.0196,93.33,10.889
data_1_cell33,604,1.0189,93.27,10.877
data_1_cell33,605,1.0185,93.23,11.829
data_1_cell33,606,1.018,93.18,10.903
data_1_cell33,607,1.0174,93.13,11.866
data_1_cell33,608,1.0163,93.03,11.012
data_1_cell33,609,1.0153,92.94,11.077
data_1_cell33,610,1.0151,92.92,12.02
data_1_cell33,611,1.0144,92.85,11.087
data_1_cell33,612,1.0136,92.78,12.032
data_1_cell33,613,1.0131,92.73,11.107
data_1_cell33,614,1.0122,92.65,11.235
data_1_cell33,615,1.0116,92.59,11.234
data_1_cell33,616,1.0114,92.58,11.242
data_1_cell33,617,1.0103,92.48,11.162
data_1_cell33,618,1.01,92.45,11.178
data_1_cell33,619,1.009,92.36,11.271
data_1_cell33,620,1.008,92.27,11.261
data_1_cell33,621,1.0077,92.24,11.295
data_1_cell33,622,1.007,92.17,11.219
data_1_cell33,623,1.0066,92.13,11.235
data_1_cell33,624,1.0054,92.03,11.323
data_1_cell33,625,1.0053,92.02,11.332
data_1_cell33,626,1.0041,91.91,11.269
data_1_cell33,627,1.0034,91.84,11.328
data_1_cell33,628,1.003,91.81,11.278
data_1_cell33,629,1.0015,91.67,11.285
data_1_cell33,630,1.0011,91.63,11.376
data_1_cell33,631,1.0002,91.55,11.383
data_1_cell33,632,1.0,91.54,11.306
data_1_cell33,633,0.9989,91.43,11.279
data_1_cell33,634,0.9979,91.34,11.313
data_1_cell33,635,0.9971,91.27,11.332
data_1_cell33,636,0.9963,91.2,11.357
data_1_cell33,637,0.9955,91.12,11.372
data_1_cell33,638,0.9948,91.06,11.475
data_1_cell33,639,0.9939,90.98,11.409
data_1_cell33,640,0.9932,90.91,11.402
data_1_cell33,641,0.9925,90.85,11.523
data_1_cell33,642,0.9919,90.79,11.453
data_1_cell33,643,0.9911,90.72,11.551
data_1_cell33,644,0.9898,90.6,11.471
data_1_cell33,645,0.9893,90.56,11.567
data_1_cell33,646,0.9882,90.45,11.504
data_1_cell33,647,0.9873,90.37,11.609
data_1_cell33,648,0.9864,90.29,11.64
data_1_cell33,649,0.9858,90.24,11.572
data_1_cell33,650,0.9851,90.17,11.655
data_1_cell33,651,0.984,90.07,11.585
data_1_cell33,652,0.9835,90.02,11.685
data_1_cell33,653,0.9824,89.92,11.602
data_1_cell33,654,0.9811,89.8,11.628
data_1_cell33,655,0.9808,89.78,11.761
data_1_cell33,656,0.9799,89.7,11.688
data_1_cell33,657,0.9789,89.6,11.688
data_1_cell33,658,0.9777,89.5,11.782
data_1_cell33,659,0.9771,89.44,11.723
data_1_cell33,660,0.9762,89.35,11.763
data_1_cell33,661,0.9753,89.27,11.801
data_1_cell33,662,0.9746,89.21,11.778
data_1_cell33,663,0.9736,89.12,11.78
data_1_cell33,664,0.9726,89.03,11.824
data_1_cell33,665,0.9718,88.95,11.754
data_1_cell33,666,0.9709,88.87,11.9
data_1_cell33,667,0.97,88.79,11.858
data_1_cell33,668,0.9687,88.67,11.889
data_1_cell33,669,0.9682,88.62,11.912
data_1_cell33,670,0.9668,88.5,12.014
data_1_cell33,671,0.9659,88.41,11.977
data_1_cell33,672,0.9652,88.35,11.971
data_1_cell33,673,0.9642,88.26,12.101
data_1_cell33,674,0.963,88.15,12.051
data_1_cell33,675,0.9619,88.05,12.055
data_1_cell33,676,0.9611,87.98,12.191
data_1_cell33,677,0.9601,87.88,12.119
data_1_cell33,678,0.9593,87.81,12.147
data_1_cell33,679,0.9581,87.7,12.2
data_1_cell33,680,0.9569,87.59,12.225
data_1_cell33,681,0.9559,87.49,12.333
data_1_cell33,682,0.9549,87.41,12.26
data_1_cell33,683,0.9538,87.31,12.37
data_1_cell33,684,0.953,87.23,12.314
data_1_cell33,685,0.9521,87.15,12.351
data_1_cell33,686,0.9506,87.01,12.439
data_1_cell33,687,0.9501,86.97,12.476
data_1_cell33,688,0.9488,86.85,12.443
data_1_cell33,689,0.9476,86.74,12.464
data_1_cell33,690,0.9466,86.65,12.503
data_1_cell33,691,0.9459,86.58,12.623
data_1_cell33,692,0.9451,86.5,12.613
data_1_cell33,693,0.9442,86.42,12.636
data_1_cell33,694,0.9427,86.29,12.609
data_1_cell33,695,0.942,86.22,12.632
data_1_cell33,696,0.9407,86.11,12.705
data_1_cell33,697,0.9397,86.01,12.75
data_1_cell33,698,0.9385,85.91,12.801
data_1_cell33,699,0.9374,85.81,12.974
data_1_cell33,700,0.9366,85.73,12.918
data_1_cell33,701,0.9357,85.65,12.955
data_1_cell33,702,0.9344,85.53,13.02
data_1_cell33,703,0.9336,85.46,13.115
data_1_cell33,704,0.9322,85.33,13.067
data_1_cell33,705,0.9316,85.27,13.148
data_1_cell33,706,0.9302,85.15,13.198
data_1_cell33,707,0.9292,85.05,13.244
data_1_cell33,708,0.9281,84.95,13.271
data_1_cell33,709,0.9271,84.86,13.421
data_1_cell33,710,0.9262,84.78,13.423
data_1_cell33,711,0.9251,84.68,13.468
data_1_cell33,712,0.9239,84.57,13.622
data_1_cell33,713,0.9231,84.5,13.58
data_1_cell33,714,0.922,84.39,13.646
data_1_cell33,715,0.9211,84.31,13.702
data_1_cell33,716,0.92,84.21,13.887
data_1_cell33,717,0.919,84.12,13.848
data_1_cell33,718,0.9178,84.01,14.022
data_1_cell33,719,0.9166,83.9,13.999
data_1_cell33,720,0.9153,83.78,14.176
data_1_cell33,721,0.9145,83.71,14.191
data_1_cell33,722,0.9136,83.62,14.275
data_1_cell33,723,0.9124,83.51,14.33
data_1_cell33,724,0.9115,83.44,14.37
data_1_cell33,725,0.9104,83.33,14.427
data_1_cell33,726,0.9096,83.26,14.591
data_1_cell33,727,0.9086,83.17,14.665
data_1_cell33,728,0.9074,83.06,14.686
data_1_cell33,729,0.9065,82.98,14.88
data_1_cell33,730,0.905,82.84,15.12
data_1_cell33,731,0.9041,82.76,15.266
data_1_cell33,732,0.903,82.66,15.322
data_1_cell33,733,0.902,82.57,15.541
data_1_cell33,734,0.9011,82.48,15.636
data_1_cell33,735,0.8999,82.37,15.775
data_1_cell33,736,0.8991,82.3,15.947
data_1_cell33,737,0.898,82.19,16.141
data_1_cell33,738,0.8971,82.12,16.015
data_1_cell33,739,0.8961,82.02,16.183
data_1_cell33,740,0.8957,81.98,16.292
data_1_cell33,741,0.8943,81.85,16.409
data_1_cell33,742,0.8936,81.79,16.666
data_1_cell33,743,0.8862,81.12,16.774
data_1_cell33,744,0.8914,81.59,16.916
data_1_cell33,745,0.8905,81.51,17.31
data_1_cell33,746,0.8894,81.41,17.743
data_1_cell33,747,0.8877,81.26,18.942
data_1_cell33,748,0.8867,81.16,18.662
data_1_cell33,749,0.8857,81.07,19.172
data_1_cell33,750,0.8846,80.97,19.755
data_1_cell33,751,0.8834,80.86,20.693
data_1_cell33,752,0.8823,80.76,21.354
data_1_cell33,753,0.8816,80.7,22.142
data_1_cell33,754,0.8805,80.6,23.16
data_1_cell33,755,0.8801,80.56,24.938
data_1_cell34,1,1.0766,100.0,11.085
data_1_cell34,2,1.0778,100.11,11.002
data_1_cell34,3,1.0783,100.16,11.084
data_1_cell34,4,1.0785,100.18,11.084
data_1_cell34,5,1.0788,100.2,11.085
data_1_cell34,6,1.0791,100.23,11.085
data_1_cell34,7,1.0794,100.26,11.001
data_1_cell34,8,1.0796,100.28,11.085
data_1_cell34,9,1.0798,100.3,11.001
data_1_cell34,10,1.08,100.31,11.085
data_1_cell34,11,1.0801,100.32,11.001
data_1_cell34,12,1.0802,100.33,11.001
data_1_cell34,13,1.0802,100.34,11.001
data_1_cell34,14,1.0803,100.34,11.084
data_1_cell34,15,1.0804,100.35,11.001
data_1_cell34,16,1.0804,100.35,11.001
data_1_cell34,17,1.0804,100.35,11.001
data_1_cell34,18,1.0805,100.36,11.001
data_1_cell34,19,1.0794,100.25,11.084
data_1_cell34,20,1.0806,100.37,11.001
data_1_cell34,21,1.0806,100.37,11.001
data_1_cell34,22,1.0806,100.37,11.001
data_1_cell34,23,1.0806,100.37,11.001
data_1_cell34,24,1.0805,100.36,11.001
data_1_cell34,25,1.0805,100.36,11.001
data_1_cell34,26,1.0805,100.36,11.084
data_1_cell34,27,1.0806,100.37,11.001
data_1_cell34,28,1.0806,100.37,11.084
data_1_cell34,29,1.0806,100.37,11.001
data_1_cell34,30,1.0806,100.37,11.001
data_1_cell34,31,1.0807,100.38,11.001
data_1_cell34,32,1.0806,100.37,11.002
data_1_cell34,33,1.0806,100.37,11.001
data_1_cell34,34,1.0806,100.37,10.995
data_1_cell34,35,1.0807,100.38,11.084
data_1_cell34,36,1.0795,100.27,11.002
data_1_cell34,37,1.0806,100.37,11.001
data_1_cell34,38,1.0807,100.38,11.001
data_1_cell34,39,1.0806,100.37,11.002
data_1_cell34,40,1.0806,100.37,11.084
data_1_cell34,41,1.0806,100.37,11.084
data_1_cell34,42,1.0793,100.25,11.001
data_1_cell34,43,1.0806,100.37,11.001
data_1_cell34,44,1.0806,100.37,11.001
data_1_cell34,45,1.0806,100.37,11.001
data_1_cell34,46,1.0805,100.36,11.001
data_1_cell34,47,1.0805,100.36,11.085
data_1_cell34,48,1.0805,100.36,11.001
data_1_cell34,49,1.0806,100.37,11.001
data_1_cell34,50,1.081,100.41,11.084
data_1_cell34,51,1.0812,100.43,11.085
data_1_cell34,52,1.0814,100.44,11.001
data_1_cell34,53,1.0815,100.45,11.001
data_1_cell34,54,1.0815,100.45,11.001
data_1_cell34,55,1.0806,100.37,11.084
data_1_cell34,56,1.0805,100.36,11.085
data_1_cell34,57,1.0804,100.36,11.001
data_1_cell34,58,1.0804,100.35,11.001
data_1_cell34,59,1.0792,100.24,11.084
data_1_cell34,60,1.0804,100.35,11.001
data_1_cell34,61,1.0803,100.34,11.001
data_1_cell34,62,1.0803,100.34,11.001
data_1_cell34,63,1.0803,100.34,11.001
data_1_cell34,64,1.0802,100.33,11.084
data_1_cell34,65,1.079,100.22,11.001
data_1_cell34,66,1.0802,100.34,11.084
data_1_cell34,67,1.0802,100.33,11.001
data_1_cell34,68,1.0802,100.33,11.001
data_1_cell34,69,1.0801,100.33,11.084
data_1_cell34,70,1.0801,100.33,11.084
data_1_cell34,71,1.08,100.32,11.084
data_1_cell34,72,1.08,100.32,11.001
data_1_cell34,73,1.08,100.32,11.001
data_1_cell34,74,1.08,100.31,11.084
data_1_cell34,75,1.08,100.31,11.085
data_1_cell34,76,1.08,100.31,11.084
data_1_cell34,77,1.08,100.32,11.085
data_1_cell34,78,1.08,100.31,11.001
data_1_cell34,79,1.0799,100.31,11.001
data_1_cell34,80,1.0799,100.31,11.084
data_1_cell34,81,1.0799,100.3,11.084
data_1_cell34,82,1.0798,100.3,11.002
data_1_cell34,83,1.0798,100.3,11.085
data_1_cell34,84,1.0799,100.3,11.001
data_1_cell34,85,1.0799,100.3,11.001
data_1_cell34,86,1.0797,100.29,11.084
data_1_cell34,87,1.0797,100.29,11.084
data_1_cell34,88,1.0785,100.17,11.001
data_1_cell34,89,1.0797,100.29,11.001
data_1_cell34,90,1.0797,100.28,11.001
data_1_cell34,91,1.0797,100.28,11.084
data_1_cell34,92,1.0797,100.28,11.084
data_1_cell34,93,1.0796,100.28,11.001
data_1_cell34,94,1.0797,100.28,11.084
data_1_cell34,95,1.0796,100.27,11.084
data_1_cell34,96,1.0795,100.27,11.001
data_1_cell34,97,1.0795,100.27,11.085
data_1_cell34,98,1.0794,100.26,11.084
data_1_cell34,99,1.0794,100.26,11.084
data_1_cell34,100,1.0794,100.26,11.001
data_1_cell34,101,1.0794,100.26,11.001
data_1_cell34,102,1.0793,100.25,11.001
data_1_cell34,103,1.0792,100.24,11.085
data_1_cell34,104,1.0793,100.25,11.001
data_1_cell34,105,1.0792,100.24,11.002
data_1_cell34,106,1.0792,100.24,11.001
data_1_cell34,107,1.0791,100.23,11.001
data_1_cell34,108,1.0791,100.23,11.001
data_1_cell34,109,1.0791,100.23,11.002
data_1_cell34,110,1.0791,100.23,11.084
data_1_cell34,111,1.0778,100.11,11.001
data_1_cell34,112,1.079,100.22,11.001
data_1_cell34,113,1.0789,100.21,11.001
data_1_cell34,114,1.0789,100.21,11.085
data_1_cell34,115,1.0789,100.21,11.001
data_1_cell34,116,1.0788,100.2,11.001
data_1_cell34,117,1.0776,100.09,11.084
data_1_cell34,118,1.0788,100.2,11.084
data_1_cell34,119,1.0788,100.2,11.084
data_1_cell34,120,1.0787,100.19,11.001
data_1_cell34,121,1.0787,100.19,11.001
data_1_cell34,122,1.0786,100.19,11.084
data_1_cell34,123,1.0786,100.19,11.084
data_1_cell34,124,1.0785,100.18,11.001
data_1_cell34,125,1.0785,100.17,11.001
data_1_cell34,126,1.0784,100.17,11.001
data_1_cell34,127,1.0784,100.17,11.001
data_1_cell34,128,1.0784,100.16,11.001
data_1_cell34,129,1.0783,100.15,11.001
data_1_cell34,130,1.0782,100.15,11.085
data_1_cell34,131,1.0782,100.15,11.001
data_1_cell34,132,1.0782,100.14,11.001
data_1_cell34,133,1.0781,100.14,11.084
data_1_cell34,134,1.0781,100.13,11.001
data_1_cell34,135,1.0781,100.14,11.084
data_1_cell34,136,1.0779,100.12,11.001
data_1_cell34,137,1.078,100.13,11.001
data_1_cell34,138,1.0779,100.12,11.001
data_1_cell34,139,1.0779,100.12,11.001
data_1_cell34,140,1.0767,100.01,11.085
data_1_cell34,141,1.0779,100.12,11.001
data_1_cell34,142,1.0779,100.12,11.001
data_1_cell34,143,1.0778,100.11,11.001
data_1_cell34,144,1.0777,100.1,11.084
data_1_cell34,145,1.0777,100.1,11.001
data_1_cell34,146,1.0765,99.99,11.001
data_1_cell34,147,1.0776,100.09,11.001
data_1_cell34,148,1.0775,100.09,11.001
data_1_cell34,149,1.0775,100.08,11.001
data_1_cell34,150,1.0775,100.08,11.084
data_1_cell34,151,1.0774,100.08,11.084
data_1_cell34,152,1.0774,100.08,11.002
data_1_cell34,153,1.0774,100.07,11.001
data_1_cell34,154,1.0774,100.07,11.001
data_1_cell34,155,1.0773,100.06,11.001
data_1_cell34,156,1.0773,100.06,11.084
data_1_cell34,157,1.0772,100.05,11.001
data_1_cell34,158,1.0772,100.05,11.084
data_1_cell34,159,1.0771,100.04,11.084
data_1_cell34,160,1.077,100.04,11.001
data_1_cell34,161,1.077,100.03,11.084
data_1_cell34,162,1.0769,100.03,11.085
data_1_cell34,163,1.0769,100.03,11.085
data_1_cell34,164,1.077,100.04,11.001
data_1_cell34,165,1.0771,100.05,11.001
data_1_cell34,166,1.0772,100.05,11.084
data_1_cell34,167,1.077,100.04,11.001
data_1_cell34,168,1.0768,100.02,11.084
data_1_cell34,169,1.0755,99.89,11.085
data_1_cell34,170,1.0766,100.0,11.001
data_1_cell34,171,1.0766,100.0,11.085
data_1_cell34,172,1.0767,100.01,11.001
data_1_cell34,173,1.0768,100.02,11.085
data_1_cell34,174,1.0769,100.03,11.001
data_1_cell34,175,1.0757,99.91,11.001
data_1_cell34,176,1.0768,100.02,11.084
data_1_cell34,177,1.0767,100.01,11.001
data_1_cell34,178,1.0766,100.0,11.001
data_1_cell34,179,1.0764,99.98,11.001
data_1_cell34,180,1.0762,99.97,11.084
data_1_cell34,181,1.0762,99.96,11.084
data_1_cell34,182,1.0761,99.95,11.001
data_1_cell34,183,1.0761,99.95,11.001
data_1_cell34,184,1.076,99.94,11.085
data_1_cell34,185,1.076,99.94,11.001
data_1_cell34,186,1.0759,99.93,11.001
data_1_cell34,187,1.0758,99.93,11.084
data_1_cell34,188,1.0758,99.93,11.001
data_1_cell34,189,1.0758,99.92,11.001
data_1_cell34,190,1.0758,99.92,11.084
data_1_cell34,191,1.0757,99.92,11.001
data_1_cell34,192,1.0758,99.93,11.084
data_1_cell34,193,1.076,99.94,11.001
data_1_cell34,194,1.076,99.94,11.001
data_1_cell34,195,1.0758,99.93,11.001
data_1_cell34,196,1.0756,99.91,11.085
data_1_cell34,197,1.0755,99.89,11.085
data_1_cell34,198,1.0753,99.88,11.001
data_1_cell34,199,1.0754,99.88,11.001
data_1_cell34,200,1.0755,99.9,11.001
data_1_cell34,201,1.0757,99.91,11.085
data_1_cell34,202,1.0757,99.92,11.001
data_1_cell34,203,1.0758,99.92,11.001
data_1_cell34,204,1.0745,99.8,11.001
data_1_cell34,205,1.0757,99.91,11.001
data_1_cell34,206,1.0756,99.9,11.001
data_1_cell34,207,1.0754,99.88,11.001
data_1_cell34,208,1.075,99.85,11.001
data_1_cell34,209,1.0748,99.83,11.001
data_1_cell34,210,1.0747,99.83,11.001
data_1_cell34,211,1.0747,99.82,11.001
data_1_cell34,212,1.0746,99.81,11.084
data_1_cell34,213,1.0745,99.81,11.084
data_1_cell34,214,1.0745,99.8,11.002
data_1_cell34,215,1.0744,99.79,11.085
data_1_cell34,216,1.0743,99.79,11.001
data_1_cell34,217,1.0743,99.79,11.084
data_1_cell34,218,1.0743,99.79,11.001
data_1_cell34,219,1.0743,99.79,11.084
data_1_cell34,220,1.0743,99.79,11.084
data_1_cell34,221,1.0745,99.8,11.001
data_1_cell34,222,1.0746,99.81,11.091
data_1_cell34,223,1.0744,99.8,11.084
data_1_cell34,224,1.0741,99.77,11.084
data_1_cell34,225,1.0739,99.75,11.001
data_1_cell34,226,1.0739,99.74,11.084
data_1_cell34,227,1.0738,99.74,11.001
data_1_cell34,228,1.0739,99.75,11.001
data_1_cell34,229,1.074,99.76,11.085
data_1_cell34,230,1.074,99.76,11.001
data_1_cell34,231,1.0741,99.76,11.001
data_1_cell34,232,1.074,99.76,11.001
data_1_cell34,233,1.0727,99.64,11.001
data_1_cell34,234,1.0739,99.75,11.001
data_1_cell34,235,1.0738,99.73,11.002
data_1_cell34,236,1.0734,99.7,11.084
data_1_cell34,237,1.0734,99.7,11.001
data_1_cell34,238,1.0733,99.69,11.085
data_1_cell34,239,1.072,99.57,11.084
data_1_cell34,240,1.0732,99.68,11.001
data_1_cell34,241,1.0731,99.67,11.084
data_1_cell34,242,1.073,99.66,11.001
data_1_cell34,243,1.073,99.66,11.084
data_1_cell34,244,1.0729,99.66,11.085
data_1_cell34,245,1.0729,99.65,11.001
data_1_cell34,246,1.0728,99.65,11.001
data_1_cell34,247,1.0728,99.65,11.084
data_1_cell34,248,1.0728,99.65,11.084
data_1_cell34,249,1.0729,99.66,11.001
data_1_cell34,250,1.0729,99.66,11.084
data_1_cell34,251,1.0728,99.65,11.001
data_1_cell34,252,1.0726,99.63,11.001
data_1_cell34,253,1.0725,99.61,11.084
data_1_cell34,254,1.0723,99.6,11.084
data_1_cell34,255,1.0723,99.6,11.001
data_1_cell34,256,1.0723,99.6,11.084
data_1_cell34,257,1.0725,99.61,11.001
data_1_cell34,258,1.0725,99.62,11.085
data_1_cell34,259,1.0725,99.62,11.001
data_1_cell34,260,1.0725,99.61,11.085
data_1_cell34,261,1.0724,99.61,11.001
data_1_cell34,262,1.0723,99.6,11.001
data_1_cell34,263,1.0723,99.59,11.084
data_1_cell34,264,1.072,99.57,11.001
data_1_cell34,265,1.0718,99.55,11.085
data_1_cell34,266,1.0717,99.54,11.001
data_1_cell34,267,1.0716,99.53,11.001
data_1_cell34,268,1.0703,99.42,11.001
data_1_cell34,269,1.0715,99.52,11.084
data_1_cell34,270,1.0714,99.52,11.085
data_1_cell34,271,1.0713,99.51,11.001
data_1_cell34,272,1.0713,99.5,11.084
data_1_cell34,273,1.0712,99.49,11.001
data_1_cell34,274,1.0699,99.38,11.086
data_1_cell34,275,1.071,99.48,11.085
data_1_cell34,276,1.071,99.48,11.001
data_1_cell34,277,1.071,99.48,11.001
data_1_cell34,278,1.0711,99.49,11.001
data_1_cell34,279,1.071,99.48,11.001
data_1_cell34,280,1.0708,99.46,11.001
data_1_cell34,281,1.0707,99.45,11.084
data_1_cell34,282,1.0706,99.44,11.084
data_1_cell34,283,1.0705,99.43,11.001
data_1_cell34,284,1.0705,99.43,11.084
data_1_cell34,285,1.0706,99.44,11.001
data_1_cell34,286,1.0707,99.45,11.084
data_1_cell34,287,1.0707,99.45,11.085
data_1_cell34,288,1.0707,99.45,11.084
data_1_cell34,289,1.0707,99.45,11.001
data_1_cell34,290,1.0707,99.45,11.001
data_1_cell34,291,1.0707,99.45,11.001
data_1_cell34,292,1.0704,99.42,11.001
data_1_cell34,293,1.0701,99.39,11.001
data_1_cell34,294,1.0699,99.38,11.001
data_1_cell34,295,1.0698,99.37,11.085
data_1_cell34,296,1.0697,99.36,11.001
data_1_cell34,297,1.0696,99.35,11.001
data_1_cell34,298,1.0696,99.35,11.084
data_1_cell34,299,1.0695,99.34,11.001
data_1_cell34,300,1.0695,99.34,11.001
data_1_cell34,301,1.0694,99.33,11.001
data_1_cell34,302,1.0693,99.32,11.001
data_1_cell34,303,1.0681,99.21,11.002
data_1_cell34,304,1.0692,99.31,11.001
data_1_cell34,305,1.0692,99.31,11.001
data_1_cell34,306,1.0691,99.3,11.084
data_1_cell34,307,1.069,99.29,11.001
data_1_cell34,308,1.069,99.29,11.084
data_1_cell34,309,1.0689,99.28,11.084
data_1_cell34,310,1.0688,99.28,11.085
data_1_cell34,311,1.0688,99.27,11.001
data_1_cell34,312,1.0688,99.27,11.084
data_1_cell34,313,1.0688,99.27,11.084
data_1_cell34,314,1.0687,99.27,11.001
data_1_cell34,315,1.0688,99.27,11.001
data_1_cell34,316,1.0688,99.27,11.001
data_1_cell34,317,1.0687,99.26,11.084
data_1_cell34,318,1.0686,99.26,11.001
data_1_cell34,319,1.0686,99.25,11.001
data_1_cell34,320,1.0684,99.24,11.084
data_1_cell34,321,1.0681,99.21,11.085
data_1_cell34,322,1.0681,99.2,11.001
data_1_cell34,323,1.0679,99.19,11.085
data_1_cell34,324,1.0679,99.19,11.085
data_1_cell34,325,1.0678,99.18,11.001
data_1_cell34,326,1.0677,99.17,11.001
data_1_cell34,327,1.0677,99.17,11.001
data_1_cell34,328,1.0676,99.16,11.001
data_1_cell34,329,1.0675,99.15,11.001
data_1_cell34,330,1.0674,99.14,11.001
data_1_cell34,331,1.0673,99.13,11.084
data_1_cell34,332,1.0673,99.14,11.084
data_1_cell34,333,1.0679,99.19,11.001
data_1_cell34,334,1.0683,99.22,11.001
data_1_cell34,335,1.0683,99.23,11.085
data_1_cell34,336,1.0682,99.22,11.001
data_1_cell34,337,1.0681,99.21,11.001
data_1_cell34,338,1.0668,99.09,11.001
data_1_cell34,339,1.0679,99.19,11.084
data_1_cell34,340,1.0681,99.21,11.001
data_1_cell34,341,1.0683,99.23,11.084
data_1_cell34,342,1.0684,99.24,11.084
data_1_cell34,343,1.0685,99.25,11.001
data_1_cell34,344,1.0686,99.26,11.001
data_1_cell34,345,1.0686,99.26,11.001
